Fe,Si,C,Al,B,P,Ga,Ge,Cu,Ag,Au,Zn,Ti,V,Cr,Mn,Zr,Nb,Mo,Hf,Ta,W,Ce,Pr,Nd,Gd,U,Annealing temperature,Annealing time,Primary Crystallization Onset,Primary Crystallization Peak ,Secondary Crystallization, Longitudinal Annealing field, Transverse Annealing field,Ribbon thickness,Coercivity,Curie Temperature,core loss ,electrical resistivity,Grain Diameter,Permeability,Magnetostriction,Magnetic Saturation,BCC Lattice Parameter,Reference DOI
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,673.9910314,3600,,725,845,0,0,25,3.950800344,,,1.982104147,,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,699.5515695,3600,,725,845,0,0,25,4.7814323,,,1.988506888,,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,747.9820628,3600,,725,845,0,0,25,3.950800344,,,1.984383457,,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,772.1973094,3600,,725,845,0,0,25,4.7814323,,,1.899295535,,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,799.103139,3600,,725,845,0,0,25,3.950800344,,,1.828857217,,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,823.3183857,3600,,725,845,0,0,25,3.142227094,,,1.823681168,,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,847.5336323,3600,,725,845,0,0,25,14.18840908,,,1.808505256,,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,873.0941704,3600,,725,845,0,0,25,7.003318332,,,1.789118875,,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,922.8699552,3600,,725,845,0,0,25,1550.98549,,,1.788153296,,,,,,10.1016/S0304-8853(01)00349-3
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,565,3600,,769,905,0,0,20,0.996128909,,,,,,2,1.247222601,,10.1063/1.352574
73.5,13.5,0,0.1,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,565,3600,,773,917,0,0,20,0.860179103,,,,,,,1.116364133,,10.1063/1.352574
73.5,13.5,0,0.5,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,565,3600,,756,913,0,0,20,0.773290115,,,,,,,1.109703835,,10.1063/1.352574
73.5,13.5,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,565,3600,,760,916,0,0,20,0.737777957,,,,,,5,1.076620718,,10.1063/1.352574
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,722.4215247,3600,,785,965,0,0,25,4.511745962,,,,,,,,,10.1016/0921-5093(94)90259-3
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,747.9820628,3600,,785,965,0,0,25,2.148175488,,,,,,,,,10.1016/0921-5093(94)90259-3
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,773.5426009,3600,,785,965,0,0,25,1.034032554,,,,,,,,,10.1016/0921-5093(94)90259-3
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,797.7578475,3600,,785,965,0,0,25,1.045378462,,,,,,,,,10.1016/0921-5093(94)90259-3
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,823.3183857,3600,,785,965,0,0,25,1.450285962,,,,,,,,,10.1016/0921-5093(94)90259-3
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,848.206278,3600,,785,965,0,0,25,1.765069051,,,,,,,,,10.1016/0921-5093(94)90259-3
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,873.0941704,3600,,785,965,0,0,25,27.01443091,,,,,,,,,10.1016/0921-5093(94)90259-3
73.5,13.5,0,0,9,0,0,0,0.5,0,0,0.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,803,1800,,,,0,0,25,0.06,,,,,,,,,https://doi.org/10.1016/j.jmmm.2006.01.057
73.5,13.5,0,0,9,0,0,0,0.5,0.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,828,1800,,,,0,0,25,0.046,,,,,,,,,https://doi.org/10.1016/j.jmmm.2006.01.057
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,803,5400,,,,0,0,25,0.022,,,,,,,,,https://doi.org/10.1016/j.jmmm.2006.01.057
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,813,1800,,,,0,0,,1.13,,,,,,,0.82,,https://doi.org/10.1016/j.jmmm.2010.05.008
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,813,1800,,,,0,0,,0.78,,,,,,,0.96,,https://doi.org/10.1016/j.jmmm.2010.05.008
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,813,1800,,,,0,0,,1.06,,,,,,,0.87,,https://doi.org/10.1016/j.jmmm.2010.05.008
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,813,1800,,,,0,0,,0.56,,,,,,,1.04,,https://doi.org/10.1016/j.jmmm.2010.05.008
81,4,0,0,11,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,698,60,,696,817,0,0,22.5,7.079107512,,,,,,,1.629798903,,https://doi.org/10.1016/j.jallcom.2014.10.202
81,4,0,0,11,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,698,180,,696,817,0,0,22.5,5.043141569,,,,,,,1.689579525,,https://doi.org/10.1016/j.jallcom.2014.10.202
81,4,0,0,11,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,698,300,,696,817,0,0,22.5,5.626602338,,,,,,,1.689579525,,https://doi.org/10.1016/j.jallcom.2014.10.202
81,4,0,0,11,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,698,600,,696,817,0,0,22.5,8.055993413,,,,,,,1.719195612,,https://doi.org/10.1016/j.jallcom.2014.10.202
81,4,0,0,11,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,698,900,,696,817,0,0,22.5,10.17720202,,,,,,,1.739488117,,https://doi.org/10.1016/j.jallcom.2014.10.202
81,0,0,0,10,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,300,,713,781,0,0,20.5,9.166301543,,,,,,,1.672173913,,https://www.nature.com/articles/s41598-018-19665-8
81,2,0,0,10,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,300,,685,801,0,0,20.5,11.7767818,,,,,,,1.685434783,,https://www.nature.com/articles/s41598-018-19665-8
81,4,0,0,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,300,,691,808,0,0,20.5,12.51996008,,,,,,,1.718695652,,https://www.nature.com/articles/s41598-018-19665-8
81,6,0,0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,300,,693,809,0,0,20.5,20.31344324,,,,,,,1.745652174,,https://www.nature.com/articles/s41598-018-19665-8
81,8,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,300,,690,801,0,0,20.5,36.94831374,,,,,,,1.754347826,,https://www.nature.com/articles/s41598-018-19665-8
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,847,3600,,813,918,0,0,20.5,3.456790123,,,,,,,1.20414586,,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,847,2700,,813,918,0,0,20.5,3.312757202,,,,,,,1.210019161,,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,847,1800,,813,918,0,0,20.5,2.628600823,,,,,,,1.230748458,,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,847,900,,813,918,0,0,20.5,2.556584362,,,,,,,1.251592919,,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,838,3600,,806,896,0,0,20.5,33.45164609,,,,,,,,,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,838,2700,,806,896,0,0,20.5,7.309670782,,,,,,,,,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,838,1800,,806,896,0,0,20.5,4.140946502,,,,,,,,,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,838,900,,806,896,0,0,20.5,2.520576132,,,,,,,1.28,,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,811,3600,,779,851,0,0,20.5,176.3033175,,,,,,,,,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,811,2700,,779,851,0,0,20.5,150.2369668,,,,,,,,,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,811,1800,,779,851,0,0,20.5,80.09478673,,,,,,,,,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,811,900,,779,851,0,0,20.5,44.54976303,,,,,,,1.34,,https://doi.org/10.1002/pssa.201700074
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.3741007,600,,659,1311,0,0,19.5,21.75252117,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668.6330935,600,,659,1328,0,0,19.5,15.58060494,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684.6043165,600,,659,1344,0,0,19.5,10.22118494,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700.1438849,600,,659,1359,0,0,19.5,7.853035149,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715.3956835,600,,659,1374,0,0,19.5,7.663703601,,,,,,,1.84,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730.2158273,600,,659,1389,0,0,19.5,9.468596467,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745.0359712,600,,659,1404,0,0,19.5,15.66787633,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759.2805755,600,,659,1418,0,0,19.5,25.85551647,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,652.3741007,600,,668,1320,0,0,19.5,18.50289045,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,668.6330935,600,,668,1337,0,0,19.5,11.48163891,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,684.4604317,600,,668,1352,0,0,19.5,8.190210018,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,700.1438849,600,,668,1368,0,0,19.5,6.154364544,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,715.3956835,600,,668,1383,0,0,19.5,6.149671105,,,,,,,1.76,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,730.3597122,600,,668,1398,0,0,19.5,6.145066222,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,745.0359712,600,,668,1413,0,0,19.5,6.251332759,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,759.4244604,600,,668,1427,0,0,19.5,10.56743674,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,773.381295,600,,668,1441,0,0,19.5,26.55280207,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,652.3741007,600,,678,1330,0,0,19.5,15.43789784,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,668.6330935,600,,678,1347,0,0,19.5,8.859777761,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,684.6043165,600,,678,1363,0,0,19.5,6.639205622,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,700.1438849,600,,678,1378,0,0,19.5,5.415812107,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,715.3956835,600,,678,1393,0,0,19.5,5.004914827,,,,,,,1.7,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,730.3597122,600,,678,1408,0,0,19.5,4.9264547,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,745.0359712,600,,678,1423,0,0,19.5,5.032721238,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,759.4244604,600,,678,1437,0,0,19.5,4.843655356,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,773.5251799,600,,678,1452,0,0,19.5,7.313466804,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,787.1942446,600,,678,1465,0,0,19.5,16.20881729,,,,,,,,,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
81.7,4,0,0,13,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,3600,,695,799,0,0,20,138.6848386,,,,,,,1.660290237,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.7,4,0,0,13,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,3600,,695,799,0,0,20,398.1071706,,,,,,,1.720448549,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.7,4,0,0,13,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,3600,,695,799,0,0,20,382.4799691,,,,,,,1.730474934,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.7,4,0,0,13,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,3600,,695,799,0,0,20,372.4041335,,,,,,,1.740501319,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.7,4,0,0,13,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,3600,,695,799,0,0,20,372.4041335,,,,,,,1.74525066,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.7,4,0,0,13,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,3600,,695,799,0,0,20,372.4041335,,,,,,,1.750527704,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.5,4,0,0,13,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,3600,,672,798,0,0,20,79.16819159,,,,,,,1.670316623,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.5,4,0,0,13,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,3600,,672,798,0,0,20,242.9445978,,,,,,,1.72994723,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.5,4,0,0,13,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,3600,,672,798,0,0,20,218.3385565,,,,,,,1.75,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.5,4,0,0,13,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,3600,,672,798,0,0,20,193.6228114,,,,,,,1.75,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.5,4,0,0,13,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,3600,,672,798,0,0,20,191.0554454,,,,,,,1.750527704,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.5,4,0,0,13,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,3600,,672,798,0,0,20,183.5558017,,,,,,,1.750527704,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.3,4,0,0,13,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,3600,,639,795,0,0,20,8.406934837,,,,,,,1.719920844,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.3,4,0,0,13,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,3600,,639,795,0,0,20,7.258879136,,,,,,,1.750527704,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.3,4,0,0,13,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,3600,,639,795,0,0,20,7.162629116,,,,,,,1.770580475,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.3,4,0,0,13,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,3600,,639,795,0,0,20,7.969833993,,,,,,,1.775329815,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.3,4,0,0,13,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,3600,,639,795,0,0,20,16.38674719,,,,,,,1.780079156,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81.3,4,0,0,13,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,3600,,639,795,0,0,20,37.48979309,,,,,,,1.774802111,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81,4,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,3600,,630,791,0,0,20,5.558115102,,,,,,,1.709894459,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81,4,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,3600,,630,791,0,0,20,8.406934837,,,,,,,1.739973615,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81,4,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,3600,,630,791,0,0,20,10.83384477,,,,,,,1.760026385,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81,4,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,3600,,630,791,0,0,20,12.54731279,,,,,,,1.769525066,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81,4,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,3600,,630,791,0,0,20,21.98006566,,,,,,,1.770580475,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
81,4,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,3600,,630,791,0,0,20,142.4371215,,,,,,,1.767414248,,https://www.sciencedirect.com/science/article/pii/S0925838817321278
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,3600,,704,802,0,0,,,,,,,,,1.55370844,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,833,3600,,768,962,0,0,,,,,,,,,1.511508951,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
76,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,833,3600,,751,911,0,0,,,,,,,,,1.400255754,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
75,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,833,3600,,768,962,0,0,,,,,,,,,1.246803069,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,600,,704,802,0,0,,12.88249552,,,,,6549.935149,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,600,,704,802,0,0,,12.23207119,,,,,6517.509728,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,600,,704,802,0,0,,13.22056452,,,,,4896.238651,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,600,,704,802,0,0,,84.62525688,,,,,940.3372244,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,600,,704,802,0,0,,58.88436554,,,,,1037.613489,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,600,,704,802,0,0,,39.92546657,,,,,1394.293126,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,600,,704,802,0,0,,41.68693835,,,,,3145.265888,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,600,,704,802,0,0,,205.9444061,,,,,1718.547341,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,673,600,,768,962,0,0,,2.310734242,,,,,7976.653696,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,723,600,,768,962,0,0,,26.6072506,,,,,1329.442283,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,743,600,,768,962,0,0,,22.97470798,,,,,1718.547341,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,773,600,,768,962,0,0,,13.80384265,,,,,2399.481193,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,793,600,,768,962,0,0,,16.12501027,,,,,2399.481193,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,813,600,,768,962,0,0,,12.3381487,,,,,3047.989624,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
