Fe,Si,C,Al,B,P,Ga,Ge,Cu,Ag,Au,Zn,Ti,V,Cr,Zr,Nb,Mo,Hf,Ta,W,Ce,U,Annealing temperature (K),Annealing Time (s),Primary Crystallization Onset (K),Primary Crystallization Peak (K),Secondary Crystallization Peak (K),Longitudinal Annealing field,Transverse Annealing field,Ribbon Thickness (um),Total SiCAl,Total BP,Total GaGe,Total Late Transition,Total Early Transition,Relative to Fe SiCAl,Relative to Fe BP,Relative to Fe GaGe,Relative to Fe Early,Relative to Fe Late,Relative to Late Early,Relative to Early SiCAl,Relative to Late SiCAl,Relative to Early BP,Relative to Late BP,Relative to Early GaGe,Relative to Late GaGe,Late Weighted Volume,Late Weighted Area,Late Weighted Mass,Late Mean Electrons,Early Weighted Volume,Early Weighted Area,Early Weighted Mass,Early Mean Electrons,Delta T0,Delta T1,Delta T2,Coercivity,Composition ID,Reference DOI
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,903,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,3062.53,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,933,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,3049.25,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,973,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,2918.47,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1073,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,2079.89,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1173,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1599.35,1100100011,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1173,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,1178.54,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1073,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,932.79,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,973,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,513.6,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,933,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,339.36,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,903,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,96.66,1100100001,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,823,3600,,,,1,0,18,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.35,1100100011,10.1109/20.42291
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,823,3600,,,,0,1,18,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1.6,1100100011,10.1109/20.42291
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,823,3600,,,,0,0,18,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.53,1100100011,10.1109/20.42291
85,1,0,0,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,7200,,,,0,0,18.5,1,13,0,1,0,0.011764706,0.152941176,0,0,0.011764706,0,,1,,13,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,7.6,1100110010,10.1109/TMAG.2011.2175210
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,7200,,,,0,0,18.5,2,12,0,1,0,0.023529412,0.141176471,0,0,0.011764706,0,,2,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,5.8,1100110010,10.1109/TMAG.2011.2175210
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,653,7200,,,,0,0,18.5,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.5,1100100011,10.1109/TMAG.2011.2175210
83.7,0,0,0,14.8,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,3600,,579,728,0,0,21,0,14.8,0,1.5,0,0,0.176821983,0,0,0.017921147,0,,0,,9.866666667,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,4,-145,14.58721172,1000100010,10.1143/JJAP.46.L477
83.7,0,0,0,14.8,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,3600,,579,728,0,0,21,0,14.8,0,1.5,0,0,0.176821983,0,0,0.017921147,0,,0,,9.866666667,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,104,-45,10.94613928,1000100010,10.1143/JJAP.46.L477
83.7,0,0,0,14.8,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,3600,,579,728,0,0,21,0,14.8,0,1.5,0,0,0.176821983,0,0,0.017921147,0,,0,,9.866666667,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,24,-125,9.946963657,1000100010,10.1143/JJAP.46.L477
83.7,0,0,0,14.8,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,3600,,579,728,0,0,21,0,14.8,0,1.5,0,0,0.176821983,0,0,0.017921147,0,,0,,9.866666667,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,44,-105,9.33204674,1000100010,10.1143/JJAP.46.L477
83.7,0,0,0,14.8,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,3600,,579,728,0,0,21,0,14.8,0,1.5,0,0,0.176821983,0,0,0.017921147,0,,0,,9.866666667,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,64,-85,7.584162352,1000100010,10.1143/JJAP.46.L477
82.7,2,0,0,14,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,3600,,,,0,0,21,2,14,0,1.3,0,0.024183797,0.169286578,0,0,0.015719468,0,,1.538461538,,10.76923077,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,6.5,1100100010,10.1143/JJAP.46.L477
83.7,0,0,0,14.8,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,3600,,579,728,0,0,21,0,14.8,0,1.5,0,0,0.176821983,0,0,0.017921147,0,,0,,9.866666667,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,84,-65,6.465819201,1000100010,10.1143/JJAP.46.L477
80.6,5,0,0,13,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,3600,,,,0,0,21,5,13,0,1.4,0,0.062034739,0.161290323,0,0,0.017369727,0,,3.571428571,,9.285714286,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,5.7,1100100010,10.1143/JJAP.46.L477
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,778,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,53.73563411,14.23994304,180.94788,5,,,,18.0468,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,774,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,46.0715893,12.85154859,95.95,6,,,,8.3719,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,828,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,52.13963205,13.95656817,92.90637,5,,,,2.0723,1100100011,10.2320/matertrans1989.30.947
76.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,778,3600,,,,0,0,,13.5,9,0,1,0,0.176470588,0.117647059,0,0,0.013071895,0,,13.5,,9,,0,35.38507627,10.77821289,196.966569,3,0,0,0,0,,,,3233.7136,1100100010,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,826,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,53.73563411,14.23994304,180.94788,5,,,,2442.3697,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,878,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1904.19,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,878,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,60.44528033,15.40192239,178.49,4,,,,1654.7079,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,817,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,46.0715893,12.85154859,95.95,6,,,,1645.2587,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,838,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,48.28856707,13.26059096,183.84,6,,,,1307.8209,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,928,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,52.13963205,13.95656817,92.90637,5,,,,1296.6316,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,728,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,60.44528033,15.40192239,178.49,4,,,,157.2306,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,728,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,53.73563411,14.23994304,180.94788,5,,,,63.7681,1100100011,10.2320/matertrans1989.30.947
76.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,728,3600,,,,0,0,,13.5,9,0,1,0,0.176470588,0.117647059,0,0,0.013071895,0,,13.5,,9,,0,35.38507627,10.77821289,196.966569,3,0,0,0,0,,,,63.701,1100100010,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,774,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,60.44528033,15.40192239,178.49,4,,,,40.7952,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,723,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,48.28856707,13.26059096,183.84,6,,,,40.2514,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,880,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,33.5861886,10.40975436,50.9415,5,,,,35.4874,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,826,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,60.44528033,15.40192239,178.49,4,,,,34.8831,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,773,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,48.28856707,13.26059096,183.84,6,,,,27.8054,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,828,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,33.5861886,10.40975436,50.9415,5,,,,20.6433,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,728,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,33.5861886,10.40975436,50.9415,5,,,,20.5089,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,778,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,13.0548,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,728,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,52.13963205,13.95656817,92.90637,5,,,,10.1969,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,778,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,52.13963205,13.95656817,92.90637,5,,,,10.0846,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,728,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,9.9487,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,728,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,46.0715893,12.85154859,95.95,6,,,,8.5281,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,778,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,33.5861886,10.40975436,50.9415,5,,,,4.5968,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,828,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,3.0972,1100100011,10.2320/matertrans1989.30.947
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,878,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,35.38507627,10.77821289,196.966569,3,52.13963205,13.95656817,92.90637,5,,,,2.1109,1100100011,10.2320/matertrans1989.30.947
82,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,923,3600,,688,975,0,0,20,0,10,0,1,7,0,0.12195122,0,0.085365854,0.012195122,7,0,0,1.428571429,10,0,0,20.47747469,7.484870061,63.546,2,36.61933005,11.02741189,47.867,4,,235,-52,4.9,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
84,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,973,3600,,688,1019,0,0,20,0,8,0,1,7,0,0.095238095,0,0.083333333,0.011904762,7,0,0,1.142857143,8,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,285,-46,8.6,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
84,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,823,3600,,688,1019,0,0,20,0,8,0,1,7,0,0.095238095,0,0.083333333,0.011904762,7,0,0,1.142857143,8,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,135,-196,8.9,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
82,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,723,3600,,688,975,0,0,20,0,10,0,1,7,0,0.12195122,0,0.085365854,0.012195122,7,0,0,1.428571429,10,0,0,20.47747469,7.484870061,63.546,2,36.61933005,11.02741189,47.867,4,,35,-252,3.5,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
66.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,7,0,823,3600,,,,0,0,,13.5,9,0,1,10,0.203007519,0.135338346,0,0.15037594,0.015037594,10,1.35,13.5,0.9,9,0,0,20.47747469,7.484870061,63.546,2,87.35944437,19.51370595,125.953,3.6,,,,42,1100100011,http://phys.ipme.nw.ru/e-journals/RAMS/no_61808/pavlik.pdf
68.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0,823,3600,,,,0,0,,13.5,9,0,1,8,0.197080292,0.131386861,0,0.116788321,0.01459854,8,1.6875,13.5,1.125,9,0,0,20.47747469,7.484870061,63.546,2,83.58589305,18.91829833,122.4124,3.75,,,,35,1100100011,http://phys.ipme.nw.ru/e-journals/RAMS/no_61808/pavlik.pdf
70.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,823,3600,,,,0,0,,13.5,9,0,1,6,0.191489362,0.127659574,0,0.085106383,0.014184397,6,2.25,13.5,1.5,9,0,0,20.47747469,7.484870061,63.546,2,77.29664085,17.9259523,116.5112,4,,,,33,1100100011,http://phys.ipme.nw.ru/e-journals/RAMS/no_61808/pavlik.pdf
78,0.5,9,0,0,9,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,18000,,,,0,0,,9.5,9,3,0.5,0,0.121794872,0.115384615,0.038461538,0,0.006410256,0,,19,,18,,6,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,11.11111111,1110010110,https://aip.scitation.org/doi/abs/10.1063/1.350008
78,0.5,8,0,0,10,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,18000,,,,0,0,,8.5,10,3,0.5,0,0.108974359,0.128205128,0.038461538,0,0.006410256,0,,17,,20,,6,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,7.222222222,1110010110,https://aip.scitation.org/doi/abs/10.1063/1.350008
78,0.5,7,0,0,11,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,18000,,,,0,0,,7.5,11,3,0.5,0,0.096153846,0.141025641,0.038461538,0,0.006410256,0,,15,,22,,6,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,4.228395062,1110010110,https://aip.scitation.org/doi/abs/10.1063/1.350008
78,0.5,6,0,0,12,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,18000,,,,0,0,,6.5,12,3,0.5,0,0.083333333,0.153846154,0.038461538,0,0.006410256,0,,13,,24,,6,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,3.209876543,1110010110,https://aip.scitation.org/doi/abs/10.1063/1.350008
78,0.5,5,0,0,13,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,18000,,,,0,0,,5.5,13,3,0.5,0,0.070512821,0.166666667,0.038461538,0,0.006410256,0,,11,,26,,6,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,2.530864198,1110010110,https://aip.scitation.org/doi/abs/10.1063/1.350008
78,0.5,2,0,0,16,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,18000,,,,0,0,,2.5,16,3,0.5,0,0.032051282,0.205128205,0.038461538,0,0.006410256,0,,5,,32,,6,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,1.820987654,1110010110,https://aip.scitation.org/doi/abs/10.1063/1.350008
87,0,0,0,5,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,873,3600,788,812,,0,0,30,0,5,0,1,7,0,0.057471264,0,0.08045977,0.011494253,7,0,0,0.714285714,5,0,0,30.17339817,9.692061232,107.8682,1,58.71837826,15.10715557,91.224,4,85,61,,18.34331244,1000100011,https://aip.scitation.org/doi/abs/10.1063/1.359284
87,0,0,0,5,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,673,3600,788,812,,0,0,30,0,5,0,1,7,0,0.057471264,0,0.08045977,0.011494253,7,0,0,0.714285714,5,0,0,30.17339817,9.692061232,107.8682,1,58.71837826,15.10715557,91.224,4,-115,-139,,11.14448896,1000100011,https://aip.scitation.org/doi/abs/10.1063/1.359284
87,0,0,0,5,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,773,3600,788,812,,0,0,30,0,5,0,1,7,0,0.057471264,0,0.08045977,0.011494253,7,0,0,0.714285714,5,0,0,30.17339817,9.692061232,107.8682,1,58.71837826,15.10715557,91.224,4,-15,-39,,5.537296748,1000100011,https://aip.scitation.org/doi/abs/10.1063/1.359284
87,0,0,0,5,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,473,3600,788,812,,0,0,30,0,5,0,1,7,0,0.057471264,0,0.08045977,0.011494253,7,0,0,0.714285714,5,0,0,30.17339817,9.692061232,107.8682,1,58.71837826,15.10715557,91.224,4,-315,-339,,2.376292283,1000100011,https://aip.scitation.org/doi/abs/10.1063/1.359284
87,0,0,0,5,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,573,3600,788,812,,0,0,30,0,5,0,1,7,0,0.057471264,0,0.08045977,0.011494253,7,0,0,0.714285714,5,0,0,30.17339817,9.692061232,107.8682,1,58.71837826,15.10715557,91.224,4,-215,-239,,0.747922403,1000100011,https://aip.scitation.org/doi/abs/10.1063/1.359284
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,811,3600,,779,851,0,0,20.5,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,32,-40,176.3033175,1100100011,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,811,2700,,779,851,0,0,20.5,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,32,-40,150.2369668,1100100011,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,811,1800,,779,851,0,0,20.5,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,32,-40,80.09478673,1100100011,https://doi.org/10.1002/pssa.201700074
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,811,900,,779,851,0,0,20.5,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,32,-40,44.54976303,1100100011,https://doi.org/10.1002/pssa.201700074
