Fe,Si,C,Al,B,P,Ga,Ge,Cu,Ag,Au,Zn,Ti,V,Cr,Zr,Nb,Mo,Hf,Ta,W,Ce,Pr,Gd,U,Annealing temperature (K),Annealing Time (s),Primary Crystallization Onset (K),Primary Crystallization Peak (K),Secondary Crystallization Peak (K),Longitudinal Annealing field,Transverse Annealing field,Ribbon Thickness (um),Total SiCAl,Total BP,Total GaGe,Total Late Transition,Total Early Transition,Relative to Fe SiCAl,Relative to Fe BP,Relative to Fe GaGe,Relative to Fe Early,Relative to Fe Late,Relative to Late Early,Relative to Early SiCAl,Relative to Late SiCAl,Relative to Early BP,Relative to Late BP,Relative to Early GaGe,Relative to Late GaGe,Late Weighted Volume,Late Weighted Area,Late Weighted Mass,Late Mean Electrons,Early Weighted Volume,Early Weighted Area,Early Weighted Mass,Early Mean Electrons,Delta T0,Delta T1,Delta T2,Coercivity,Curie Temp,Core Loss,Electrical Resistivity,Permeability,Magnetostriction,Magnetic Saturation,Grain Diameter,Composition ID,Reference DOI
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,1800,,666,808,0,0,22.5,4,12,0,1.5,0,0.048484848,0.145454545,0,0,0.018181818,0,,2.666666667,,8,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,-23,-165,45.62091454,,,,,,,,1100110010,10.1063/1.3535290
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,1800,,666,808,0,0,22.5,4,12,0,1.5,0,0.048484848,0.145454545,0,0,0.018181818,0,,2.666666667,,8,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,-43,-185,44.95035428,,,,,,,,1100110010,10.1063/1.3535290
82.75,4,0,0,8,4,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,1800,,671,810,0,0,22.5,4,12,0,1.25,0,0.048338369,0.145015106,0,0,0.01510574,0,,3.2,,9.6,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,-28,-167,44.95035428,,,,,,,,1100110010,10.1063/1.3535290
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,1800,,666,808,0,0,22.5,4,12,0,1.5,0,0.048484848,0.145454545,0,0,0.018181818,0,,2.666666667,,8,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,-3,-145,44.28965026,,,,,,,,1100110010,10.1063/1.3535290
82.75,4,0,0,8,4,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,1800,,671,810,0,0,22.5,4,12,0,1.25,0,0.048338369,0.145015106,0,0,0.01510574,0,,3.2,,9.6,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,-48,-187,38.19386152,,,,,,,,1100110010,10.1063/1.3535290
82.75,4,0,0,8,4,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,1800,,671,810,0,0,22.5,4,12,0,1.25,0,0.048338369,0.145015106,0,0,0.01510574,0,,3.2,,9.6,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,-8,-147,37.07932613,,,,,,,,1100110010,10.1063/1.3535290
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,1800,,666,808,0,0,22.5,4,12,0,1.5,0,0.048484848,0.145454545,0,0,0.018181818,0,,2.666666667,,8,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,17,-125,31.04283774,,,,,,,,1100110010,10.1063/1.3535290
83.25,4,0,0,8,4,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,1800,,673,810,0,0,22.5,4,12,0,0.75,0,0.048048048,0.144144144,0,0,0.009009009,0,,5.333333333,,16,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,70,-67,30.58655373,,,,,,,,1100110010,10.1063/1.3535290
82.75,4,0,0,8,4,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,1800,,671,810,0,0,22.5,4,12,0,1.25,0,0.048338369,0.145015106,0,0,0.01510574,0,,3.2,,9.6,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,72,-67,30.58655373,,,,,,,,1100110010,10.1063/1.3535290
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,1800,,666,808,0,0,22.5,4,12,0,1.5,0,0.048484848,0.145454545,0,0,0.018181818,0,,2.666666667,,8,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,77,-65,29.25754907,,,,,,,,1100110010,10.1063/1.3535290
82.75,4,0,0,8,4,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,1800,,671,810,0,0,22.5,4,12,0,1.25,0,0.048338369,0.145015106,0,0,0.01510574,0,,3.2,,9.6,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,12,-127,26.77026887,,,,,,,,1100110010,10.1063/1.3535290
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,1800,,666,808,0,0,22.5,4,12,0,1.5,0,0.048484848,0.145454545,0,0,0.018181818,0,,2.666666667,,8,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,37,-105,25.98908543,,,,,,,,1100110010,10.1063/1.3535290
83.25,4,0,0,8,4,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,1800,,673,810,0,0,22.5,4,12,0,0.75,0,0.048048048,0.144144144,0,0,0.009009009,0,,5.333333333,,16,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,10,-127,21.75808048,,,,,,,,1100110010,10.1063/1.3535290
82.75,4,0,0,8,4,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,1800,,671,810,0,0,22.5,4,12,0,1.25,0,0.048338369,0.145015106,0,0,0.01510574,0,,3.2,,9.6,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,32,-107,13.74876426,,,,,,,,1100110010,10.1063/1.3535290
83.25,4,0,0,8,4,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,1800,,673,810,0,0,22.5,4,12,0,0.75,0,0.048048048,0.144144144,0,0,0.009009009,0,,5.333333333,,16,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,50,-87,4.595993663,,,,,,1.812788589,17.09604087,1100110010,10.1063/1.3535290
83.5,4,0,0,8,4,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,1800,,675,810,0,0,22.5,4,12,0,0.5,0,0.047904192,0.143712575,0,0,0.005988024,0,,8,,24,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,48,-87,4.50396255,,,,,,1.8097712,22.81966794,1100110010,10.1063/1.3535290
83.25,4,0,0,8,4,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,1800,,673,810,0,0,22.5,4,12,0,0.75,0,0.048048048,0.144144144,0,0,0.009009009,0,,5.333333333,,16,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,30,-107,4.082559058,,,,,,,,1100110010,10.1063/1.3535290
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,1800,,666,808,0,0,22.5,4,12,0,1.5,0,0.048484848,0.145454545,0,0,0.018181818,0,,2.666666667,,8,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,57,-85,3.318182905,,,,,,1.81448211,16.06309068,1100110010,10.1063/1.3535290
83,4,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,1800,,673,808,0,0,22.5,4,12,0,1,0,0.048192771,0.144578313,0,0,0.012048193,0,,4,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,50,-85,2.32280671,,,,,,1.820885122,16.54482759,1100110010,10.1063/1.3535290
82.75,4,0,0,8,4,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,1800,,671,810,0,0,22.5,4,12,0,1.25,0,0.048338369,0.145015106,0,0,0.01510574,0,,3.2,,9.6,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,52,-87,2.065915434,,,,,,1.8318121,15.99463602,1100110010,10.1063/1.3535290
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,300,,,,0,0,20,2,12,0,1,0,0.023529412,0.141176471,0,0,0.011764706,0,,2,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,10.170681,,,,,,,,1100110010,10.1063/1.4868188
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,300,,,,0,0,20,2,12,0,1,0,0.023529412,0.141176471,0,0,0.011764706,0,,2,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,9.677777778,,,,,,,,1100110010,10.1063/1.4868188
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,3000,,,,0,0,20,2,12,0,1,0,0.023529412,0.141176471,0,0,0.011764706,0,,2,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,8.84265233,,,,,,,16.79641577,1100110010,10.1063/1.4868188
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,300,,,,0,0,20,2,12,0,1,0,0.023529412,0.141176471,0,0,0.011764706,0,,2,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,8.7809319,,,,,,,,1100110010,10.1063/1.4868188
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,300,,,,0,0,20,2,12,0,1,0,0.023529412,0.141176471,0,0,0.011764706,0,,2,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,7.596917563,,,,,,,,1100110010,10.1063/1.4868188
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,300,,,,0,0,20,2,12,0,1,0,0.023529412,0.141176471,0,0,0.011764706,0,,2,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,7.118494624,,,,,,,,1100110010,10.1063/1.4868188
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,1800,,,,0,0,20,2,12,0,1,0,0.023529412,0.141176471,0,0,0.011764706,0,,2,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,6.593763441,,,,,,,16.83197133,1100110010,10.1063/1.4868188
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,120,,,,0,0,20,2,12,0,1,0,0.023529412,0.141176471,0,0,0.011764706,0,,2,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,6.263154122,,,,,,,16.61505376,1100110010,10.1063/1.4868188
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,300,,,,0,0,20,2,12,0,1,0,0.023529412,0.141176471,0,0,0.011764706,0,,2,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,6.260430108,,,,,,,16.07641577,1100110010,10.1063/1.4868188
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,1200,,,,0,0,20,2,12,0,1,0,0.023529412,0.141176471,0,0,0.011764706,0,,2,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,6.247096774,,,,,,,16.40544803,1100110010,10.1063/1.4868188
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,600,,,,0,0,20,2,12,0,1,0,0.023529412,0.141176471,0,0,0.011764706,0,,2,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,,,6.033763441,,,,,,,16.33433692,1100110010,10.1063/1.4868188
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,1363.05,,,,40.1441,,,,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,1062.07,,,,41.6599,,,,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,843,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,586.76,,,,68.7103,,,,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,1149.65,,,,107.1966,,,,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,1144.05,,,,108.1876,,,53.2477,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,853,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,330.42,,,,338.2011,,,,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,853,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,232.79,,,,347.8054,,,29.58,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,883,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,59.01,,,,537.5047,,,,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,803,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,98.07,,,,600.7199,,,,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,803,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,93.29,,,,633.7115,,,25.1013,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,853,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,229.91,,,,646.9418,,,,1100100001,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,880,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1160.25,,,,709.752,,,,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,863,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,74.41,,,,4445.159,,,,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,753,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,2.21,,,,5350.203,,,,1100100011,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,795,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,1.78,,,,5979.432,,,,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,1.66,,,,8346.976,,,,1100100001,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.68783,,,,20696.43,,,,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,843,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,3.52,,,,27328.75,,,,1100100011,10.1109/20.104389
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,16.5,6,0,1,3,0.224489796,0.081632653,0,0.040816327,0.013605442,3,5.5,16.5,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,2.04,,,,27609.4837,,,14.0829,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.87656,,,,75731.34,,,,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,793,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.5666,,,,75731.34,,,,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1.19,,,,81558.42,,,,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.81823,,,,82094.7301,,,11.2085,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,903,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,3062.53,,,,,,,,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,933,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,3049.25,,,,,,,,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,973,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,2918.47,,,,,,,,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1073,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,2079.89,,,,,,,,1100100011,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1173,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1599.35,,,,,,,,1100100011,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1173,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,1178.54,,,,,,,,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1073,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,932.79,,,,,,,,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,973,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,513.6,,,,,,,,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,933,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,339.36,,,,,,,,1100100001,10.1109/20.104389
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,903,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,96.66,,,,,,,,1100100001,10.1109/20.104389
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,1,0,18,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.35,,750,,25245,,1.24,,1100100011,10.1109/20.42291
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,1,18,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1.6,,246.85,,34417.5398,,1.24,,1100100011,10.1109/20.42291
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,18,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.53,,246.85,,83823.6955,,1.24,,1100100011,10.1109/20.42291
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,803,3600,,,,0,0,30,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,,1.0927,1.1988,,1100100011,10.1109/20.825825
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,30,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,,18.2,1.2757,,1100100011,10.1109/20.825825
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,793,3600,,,,0,0,30,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,,8.93,1.2837,,1100100011,10.1109/20.825825
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,673,15000,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,36500,,,,1100100011,10.1109/TJMJ.1990.4564397
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,673,42000,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,42300,,,,1100100011,10.1109/TJMJ.1990.4564397
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,573,42000,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,55900,,,,1100100011,10.1109/TJMJ.1990.4564397
