SVM,Random Forest,Neural Network,kNN,Tree,Linear Regression,LogCoercivity,Composition ID,Reference DOI
1.813052105,-0.303481474,-0.318869192,-0.404898923,0.139331297,1.880697683,-1.049822125,1100100011,10.1109/20.42291
1.813052105,-0.303481474,-0.318869192,-0.404898923,0.139331297,1.880697683,0.470003629,1100100011,10.1109/20.42291
1.813052105,-0.303481474,-0.318869192,-0.404898923,0.139331297,1.880697683,-0.634878272,1100100011,10.1109/20.42291
3.34132091,2.106052531,1.72459146,1.835588367,2.119162954,2.772683784,2.028148247,1100110010,10.1109/TMAG.2011.2175210
3.134675799,2.058195325,1.853163113,1.742874831,2.353022842,2.613208644,1.757857918,1100110010,10.1109/TMAG.2011.2175210
-0.211905923,0.064486783,0.678238087,0.500230722,0.129347337,-0.386477684,-0.693147181,1100100011,10.1109/TMAG.2011.2175210
3.754041238,2.569468028,2.26889859,2.403622314,2.576508403,3.637321651,2.680145235,1000100010,10.1143/JJAP.46.L477
4.459852265,2.290633657,2.244316069,2.095192902,2.195172651,4.287582268,2.392986817,1000100010,10.1143/JJAP.46.L477
3.895203444,2.386108156,2.343626891,2.403622314,2.195172651,3.767373774,2.297267345,1000100010,10.1143/JJAP.46.L477
4.036365649,2.263435998,2.370491637,2.185594626,2.195172651,3.897425898,2.233454363,1000100010,10.1143/JJAP.46.L477
4.177527855,2.199212348,2.289412064,2.042015417,2.195172651,4.027478021,2.026062172,1000100010,10.1143/JJAP.46.L477
3.653869254,3.350200844,2.944463103,3.177415999,4.490012389,3.197748808,1.871802177,1100100010,10.1143/JJAP.46.L477
4.31869006,2.175081844,2.211379257,2.095192902,2.195172651,4.157530144,1.866529717,1000100010,10.1143/JJAP.46.L477
3.118641406,4.425235991,2.736394095,4.526808488,2.07253187,2.699155391,1.740466175,1100100010,10.1143/JJAP.46.L477
3.659490749,4.026838297,4.036220561,3.308921019,2.420153674,3.056782316,2.892968384,1100100011,10.2320/matertrans1989.30.947
4.347495192,3.998469865,2.878211031,3.891300123,2.420153674,3.658309265,2.12488086,1100100011,10.2320/matertrans1989.30.947
3.903201805,2.020839254,0.489575695,1.262261002,1.095957252,3.451559022,0.728659102,1100100011,10.2320/matertrans1989.30.947
5.579225585,5.760328842,6.667734469,4.586982382,5.52502833,5.410457747,8.081386477,1100100010,10.2320/matertrans1989.30.947
4.226108397,5.839449347,5.813186161,6.176281368,7.488420816,3.691014615,7.800724036,1100100011,10.2320/matertrans1989.30.947
2.295719685,6.218305523,4.997473008,5.673701976,5.778819705,2.415663518,7.551812,1100100011,10.2320/matertrans1989.30.947
4.519340045,4.140142643,7.468496064,6.254702095,5.778819705,4.037271133,7.411379777,1100100011,10.2320/matertrans1989.30.947
4.855090168,5.147877198,6.534383655,3.891300123,5.478827693,4.2264757,7.405652915,1100100011,10.2320/matertrans1989.30.947
4.630530007,5.965330826,6.883608806,6.176281368,7.488420816,4.126720431,7.176117596,1100100011,10.2320/matertrans1989.30.947
5.083655238,6.899127159,5.323208758,2.881099534,6.412010449,4.772876314,7.167525104,1100100011,10.2320/matertrans1989.30.947
2.748659895,3.464620151,3.072412418,4.307177003,2.420153674,2.055295196,5.057713518,1100100011,10.2320/matertrans1989.30.947
3.069264032,4.30188817,3.169151689,4.30270379,2.420153674,2.39612367,4.155253065,1100100011,10.2320/matertrans1989.30.947
4.988998869,4.049327565,4.82171381,5.085481892,4.934193419,4.749799101,4.154200261,1100100010,10.2320/matertrans1989.30.947
3.291668474,3.189570278,3.871413762,3.886415443,2.420153674,2.66310115,3.708564427,1100100011,10.2320/matertrans1989.30.947
3.273008558,3.616866176,3.182512197,3.725209366,2.420153674,2.607205546,3.695144786,1100100011,10.2320/matertrans1989.30.947
5.444503587,3.920333597,4.130003366,2.707309642,2.707309642,5.358461769,3.569177704,1100100011,10.2320/matertrans1989.30.947
3.90550426,4.506016552,5.219506377,5.020430311,5.478827693,3.350186141,3.552002471,1100100011,10.2320/matertrans1989.30.947
3.863235275,3.794245211,4.073839053,3.304447805,2.420153674,3.267864191,3.325230246,1100100011,10.2320/matertrans1989.30.947
4.830667802,3.312217229,2.756300172,2.707309642,2.707309642,4.671376777,3.027390812,1100100011,10.2320/matertrans1989.30.947
3.650214369,3.37906122,1.880377949,2.52453672,4.934193419,3.350059486,3.020858938,1100100011,10.2320/matertrans1989.30.947
1.115266252,-0.011299624,-0.359035284,0.198679864,0.139331297,1.094346227,2.569155882,1100100011,10.2320/matertrans1989.30.947
2.722748372,1.38088717,1.226849154,0.272126812,2.420153674,2.130241731,2.322083753,1100100011,10.2320/matertrans1989.30.947
3.312975089,1.525147099,0.604738901,1.787250787,2.420153674,2.790900377,2.311009508,1100100011,10.2320/matertrans1989.30.947
0.525039536,0.135056885,0.169157882,1.106990169,0.129347337,0.433687581,2.297441889,1100100011,10.2320/matertrans1989.30.947
3.804486613,3.274868026,1.669526256,3.891300123,2.420153674,3.050503311,2.143366593,1100100011,10.2320/matertrans1989.30.947
4.240441085,3.041677213,2.126614639,2.52453672,2.707309642,4.010718131,1.525360409,1100100011,10.2320/matertrans1989.30.947
1.705492969,-0.303481474,-0.483495519,-0.261233295,0.139331297,1.755004872,1.130498478,1100100011,10.2320/matertrans1989.30.947
4.493428522,3.217782606,1.960466911,2.881099534,5.778819705,4.112217668,0.747114397,1100100011,10.2320/matertrans1989.30.947
5.023383467,2.149873893,2.465466501,3.68738369,1.213400266,4.618266262,1.589235205,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
4.188394325,3.172409649,2.562361448,1.641866715,4.288410513,3.325034934,2.151762203,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
3.129677784,2.00658429,1.683118126,1.641866715,1.284323561,2.34964401,2.186051277,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
3.611761412,2.018022394,1.009934185,1.703319529,1.496028571,3.31774503,1.252762969,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
0.291869708,4.018051869,4.410824347,3.596508414,3.596508414,0.220522767,3.737669618,1100100011,http://phys.ipme.nw.ru/e-journals/RAMS/no_61808/pavlik.pdf
0.368249739,3.620451263,3.43048506,3.596508414,3.596508414,0.260512865,3.555348061,1100100011,http://phys.ipme.nw.ru/e-journals/RAMS/no_61808/pavlik.pdf
0.568889025,3.620451263,2.241002564,3.596508414,3.596508414,0.452325881,3.496507561,1100100011,http://phys.ipme.nw.ru/e-journals/RAMS/no_61808/pavlik.pdf
1.379439235,1.733331992,1.698645491,1.942310268,2.119162954,1.771323327,2.407945609,1110010110,https://aip.scitation.org/doi/abs/10.1063/1.350008
1.376876308,1.733331992,1.587712246,1.942310268,2.119162954,1.584303049,1.977162693,1110010110,https://aip.scitation.org/doi/abs/10.1063/1.350008
1.374313381,1.537772794,1.498899737,1.528405891,1.30402749,1.397282772,1.441822503,1110010110,https://aip.scitation.org/doi/abs/10.1063/1.350008
1.371750453,1.288596931,1.435663085,1.178871935,1.30402749,1.210262495,1.166232476,1110010110,https://aip.scitation.org/doi/abs/10.1063/1.350008
1.369187526,1.255448714,1.409343906,1.178871935,0.763969923,1.023242217,0.928560825,1110010110,https://aip.scitation.org/doi/abs/10.1063/1.350008
1.361498744,1.255448714,1.320875169,0.898057441,0.763969923,0.462181385,0.599379021,1110010110,https://aip.scitation.org/doi/abs/10.1063/1.350008
3.901328011,2.478834224,2.798732261,2.969706439,2.943301085,3.734235751,2.909265063,1000100011,https://aip.scitation.org/doi/abs/10.1063/1.359284
2.489705957,2.031495074,1.466446701,2.40751461,2.7555187,2.433714518,2.410945112,1000100011,https://aip.scitation.org/doi/abs/10.1063/1.359284
3.195516984,2.452076621,2.112716732,2.907272766,2.353619352,3.083975135,1.71150643,1000100011,https://aip.scitation.org/doi/abs/10.1063/1.359284
1.078083902,1.34242881,0.679467934,0.995343492,1.298875359,1.133193285,0.865541409,1000100011,https://aip.scitation.org/doi/abs/10.1063/1.359284
1.783894929,1.448623835,0.716774804,0.995343492,0.165060221,1.783453902,-0.290456046,1000100011,https://aip.scitation.org/doi/abs/10.1063/1.359284
2.273601399,4.240063045,4.029157289,4.855876833,4.591059334,1.933842187,5.172205907,1100100011,https://doi.org/10.1002/pssa.201700074
2.273601399,4.240063045,4.029157289,4.855876833,4.591059334,1.933842187,5.012213826,1100100011,https://doi.org/10.1002/pssa.201700074
2.273601399,4.240063045,4.029157289,4.855876833,4.591059334,1.933842187,4.383210767,1100100011,https://doi.org/10.1002/pssa.201700074
2.273601399,4.240063045,4.029157289,4.855876833,4.591059334,1.933842187,3.796606835,1100100011,https://doi.org/10.1002/pssa.201700074
2.062176724,2.148338749,2.441842254,1.951837627,1.838510625,1.709013533,3.510100996,1100100011,https://doi.org/10.1002/pssa.201700074
2.062176724,2.148338749,2.441842254,1.951837627,1.838510625,1.709013533,1.989198236,1100100011,https://doi.org/10.1002/pssa.201700074
2.062176724,2.148338749,2.441842254,1.951837627,1.838510625,1.709013533,1.420924385,1100100011,https://doi.org/10.1002/pssa.201700074
1.754364839,0.928733432,0.787900679,1.13485766,0.139331297,1.436501392,1.240340448,1100100011,https://doi.org/10.1002/pssa.201700074
1.754364839,0.928733432,0.787900679,1.13485766,0.139331297,1.436501392,1.197780834,1100100011,https://doi.org/10.1002/pssa.201700074
1.754364839,0.928733432,0.787900679,1.13485766,0.139331297,1.436501392,0.966451698,1100100011,https://doi.org/10.1002/pssa.201700074
1.754364839,0.928733432,0.787900679,1.13485766,0.139331297,1.436501392,0.938672134,1100100011,https://doi.org/10.1002/pssa.201700074
2.062176724,2.148338749,2.441842254,1.951837627,1.838510625,1.709013533,0.924487499,1100100011,https://doi.org/10.1002/pssa.201700074
1.624231338,1.702048943,1.041747316,1.214979416,1.095957252,1.45501438,1.463255402,1100100011,https://doi.org/10.1007/s11741-000-0017-x
1.271325824,1.278732323,0.975215014,1.214979416,0.165060221,1.129884072,0.620576488,1100100011,https://doi.org/10.1007/s11741-000-0017-x
4.130969451,5.011837984,5.195532193,4.701499657,6.432322729,4.281615045,7.839975964,1000110000,https://doi.org/10.1016/j.jallcom.2010.12.104
3.894784794,5.70380872,4.10538003,4.078968751,5.52502833,3.079961318,6.9357219,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
4.072141625,6.050846811,3.806343378,3.996119338,5.52502833,3.500346385,6.81453321,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.98346321,5.800048255,4.144496122,3.343564858,5.52502833,3.290153851,6.739955556,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.835856093,3.592442997,4.314083009,4.701499657,6.432322729,3.951285722,5.024669494,1000110000,https://doi.org/10.1016/j.jallcom.2010.12.104
3.711273927,2.38147178,3.421056283,4.198100487,2.82928978,2.910893557,3.085650469,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.895688869,2.569196074,3.118995539,3.996119338,2.586912402,3.337781231,2.917850746,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.541879281,2.407397175,2.568201268,2.479707023,2.82928978,2.754831009,2.572929091,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.366330598,2.520042787,1.938873628,2.364733139,2.576508403,2.850085769,2.535640265,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.542783355,2.539323814,1.953266629,2.364733139,2.195172651,3.012650923,2.302585093,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.719236112,2.406586246,2.414281701,2.492136632,2.586912402,3.175216077,2.255974059,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.277652183,2.220917587,1.637076711,1.693534245,1.766558199,2.639893235,2.218685231,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.365426524,2.244112488,1.820756834,1.69974905,1.263159029,2.592265855,1.780541509,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.807010453,2.336991839,3.317226895,3.343564858,1.64536951,3.127588697,1.743252682,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.630557696,2.190289249,2.497844574,1.535056729,1.64536951,2.965023543,1.547486338,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.454104939,2.220917587,1.817091105,1.693534245,1.766558199,2.802458389,1.314431166,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.540742735,2.787004325,3.43224146,2.178289002,0.755098755,3.6209564,1.239853512,1000110000,https://doi.org/10.1016/j.jallcom.2010.12.104
3.181915657,1.526961226,1.539418037,1.69974905,1.263159029,2.423198095,0.745776548,1000110010,https://doi.org/10.1016/j.jallcom.2010.12.104
3.245629376,2.008706864,2.569206055,2.178289002,0.755098755,3.290627077,0.270343998,1000110000,https://doi.org/10.1016/j.jallcom.2010.12.104
3.937055039,1.917250296,1.999915487,2.008198559,1.977336808,3.471270331,2.320150123,1100110011,https://doi.org/10.1016/j.jallcom.2014.10.202
3.937055039,1.917250296,1.999915487,2.008198559,1.977336808,3.471270331,2.086416338,1100110011,https://doi.org/10.1016/j.jallcom.2014.10.202
3.937055039,1.917250296,1.999915487,2.008198559,1.977336808,3.471270331,1.957147842,1100110011,https://doi.org/10.1016/j.jallcom.2014.10.202
3.937055039,1.917250296,1.999915487,2.008198559,1.977336808,3.471270331,1.727505768,1100110011,https://doi.org/10.1016/j.jallcom.2014.10.202
3.937055039,1.917250296,1.999915487,2.008198559,1.977336808,3.471270331,1.618029215,1100110011,https://doi.org/10.1016/j.jallcom.2014.10.202
1.890664927,-1.180958998,-0.279890831,-2.227138728,2.420153674,2.20511095,-2.813410717,1100100011,https://doi.org/10.1016/j.jmmm.2006.01.057
2.185778286,-1.855930739,-0.090278266,-2.234640827,-1.550270915,2.535440273,-3.079113882,1100100011,https://doi.org/10.1016/j.jmmm.2006.01.057
3.520049559,-0.187409602,0.141597117,-0.259014739,2.420153674,3.019884776,-3.816712826,1100100011,https://doi.org/10.1016/j.jmmm.2006.01.057
2.288093296,0.42867954,-0.433771343,-0.250111046,0.09024327,2.362795537,0.122217633,1100100011,https://doi.org/10.1016/j.jmmm.2010.05.008
2.624345657,0.490294569,0.175153355,-0.022658273,0.09024327,2.643832933,0.058268908,1100100011,https://doi.org/10.1016/j.jmmm.2010.05.008
2.45513713,0.408762992,0.011149887,-0.022658273,-0.39560678,2.523728101,-0.248461359,1100100011,https://doi.org/10.1016/j.jmmm.2010.05.008
1.951879567,0.048946992,-0.347934865,-0.307745282,0.139331297,2.081765181,-0.579818495,1100100011,https://doi.org/10.1016/j.jmmm.2010.05.008
4.143922929,2.649217121,2.977230365,2.48990241,2.10816516,3.153118239,3.279135281,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
4.384858824,4.07614496,3.567377219,2.750705731,5.52502833,4.126711696,3.252523981,1100110010,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.643757245,2.748095733,2.833481565,2.716739685,2.540433044,3.443938049,3.079729667,1100110010,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.296949696,2.348464322,1.989310066,2.487205215,2.10816516,2.372805499,2.91792696,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.676947394,2.417125723,2.718010244,2.117647487,2.10816516,2.629324431,2.785555371,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
4.28604528,3.018867676,3.034067388,2.750705731,3.029570077,4.03567521,2.751612523,1100110010,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.749628899,2.512518145,2.785125327,2.716739685,1.977336808,3.541477142,2.746026868,1100110010,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
2.724102507,2.209682838,1.84577656,2.270446462,2.10816516,1.751472599,2.736825385,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.40282135,2.205350339,2.009104736,2.487205215,2.10816516,2.470344592,2.440749143,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
4.038051275,2.134895736,2.5341032,2.48990241,2.10816516,3.055579147,2.357777267,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.855500553,2.43161211,2.619286149,2.37712983,1.977336808,3.639016234,2.324462521,1100110010,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
4.173115515,2.361381063,2.615836941,2.345362859,1.977336808,3.931633511,2.247980688,1100110010,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
2.829974161,2.108843428,1.853453219,2.270446462,2.10816516,1.849011691,2.181521681,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.508693004,2.173170099,2.028899406,2.120283399,2.10816516,2.567883684,2.102939541,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.961372207,2.339892251,2.500298483,2.140619329,1.977336808,3.736555327,2.0609001,1100110010,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
4.067243861,2.354495136,2.400609264,2.115125385,1.977336808,3.834094419,2.036495366,1100110010,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.57107574,2.126745024,2.100293984,2.117647487,2.10816516,2.531785338,1.989717416,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
2.935845815,2.066568855,1.855475,1.921278948,2.10816516,1.946550784,1.892992321,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.939237731,2.019394073,2.226046254,2.002073823,2.10816516,2.96454266,1.832794682,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.614564658,1.944649865,2.048694076,1.912166551,2.10816516,2.665422777,1.817161512,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.720436313,1.944649865,2.074971693,1.816403211,2.10816516,2.762961869,1.816398602,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.826307967,1.951535792,2.124064622,1.821614268,2.10816516,2.860500962,1.81564952,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.041717469,1.944072618,1.850812065,1.730911853,2.10816516,2.044089876,1.689322843,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.366390542,1.881633022,1.866105951,1.596083372,2.10816516,2.34320976,1.615960839,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.147589123,1.848112825,1.846149129,1.63145428,2.10816516,2.141628969,1.610420395,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.253460777,1.90718667,1.841486193,1.607000279,2.10816516,2.239168061,1.594619602,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
3.465204085,1.968613758,1.911988549,1.727782643,2.10816516,2.434246246,1.577669675,1100110011,https://doi.org/10.1016/j.jnoncrysol.2017.12.003
1.876394832,2.165846444,2.602643782,1.512572931,2.737691242,1.577259504,2.681427515,1100100111,https://doi.org/10.1016/j.physb.2004.09.050
0.283392042,1.966470877,2.265827443,2.059436004,2.336460545,0.20997836,2.334208943,1000100111,https://doi.org/10.1016/j.physb.2004.09.050
1.695014096,1.817226921,1.855929371,2.1592428,2.112844388,1.510499592,2.251101654,1000100111,https://doi.org/10.1016/j.physb.2004.09.050
1.977338507,1.852103687,2.017464434,2.1592428,2.112844388,1.770603839,1.972339711,1000100111,https://doi.org/10.1016/j.physb.2004.09.050
0.045102084,1.687718697,1.983051715,1.373528095,1.978694536,-0.047754586,1.936822781,1100100111,https://doi.org/10.1016/j.physb.2004.09.050
-0.24103825,1.284485817,1.883750305,1.627417172,0.746266437,-0.373522345,1.837820584,1100100111,https://doi.org/10.1016/j.physb.2004.09.050
1.342108583,1.513913583,1.535014538,1.575237586,1.557015387,1.185369284,1.609852191,1000100111,https://doi.org/10.1016/j.physb.2004.09.050
0.989203069,1.546720158,1.564275544,1.539195967,1.557015387,0.860238976,1.505386923,1000100111,https://doi.org/10.1016/j.physb.2004.09.050
1.73904855,0.937553351,0.847283373,0.877534169,0.706376156,1.512870893,1.217810953,1100100111,https://doi.org/10.1016/j.physb.2004.09.050
0.464772777,0.96804708,0.911994804,0.863032401,0.746266437,0.276738271,1.20957227,1100100111,https://doi.org/10.1016/j.physb.2004.09.050
1.103818625,0.816476975,0.376713057,0.657899545,0.706376156,0.927636338,1.019317459,1100100111,https://doi.org/10.1016/j.physb.2004.09.050
1.456724139,0.888783882,0.370734642,0.982821139,0.706376156,1.252766647,0.711335003,1100100111,https://doi.org/10.1016/j.physb.2004.09.050
0.750913112,0.830591097,0.831760108,0.489244528,0.706376156,0.60250603,0.243046171,1100100111,https://doi.org/10.1016/j.physb.2004.09.050
0.817678291,0.375345751,0.214162046,0.501968824,0.746266437,0.601868579,0.177626817,1100100111,https://doi.org/10.1016/j.physb.2004.09.050
1.170583804,0.206991239,-0.267253701,-0.770825064,-0.302585664,0.926998888,-0.696766131,1100100111,https://doi.org/10.1016/j.physb.2004.09.050
1.452908215,-0.259661234,-0.255173487,-0.770825064,-0.302585664,1.187103134,-0.783835672,1100100111,https://doi.org/10.1016/j.physb.2004.09.050
3.028478317,6.873819232,6.993280428,4.139020819,7.031090508,2.276481169,7.212188162,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
2.544012718,6.995796854,7.461507392,5.457471067,7.031090508,2.027336292,7.205521471,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
2.367559961,6.027781443,6.146575436,5.457471067,7.031090508,1.864771138,6.675561892,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
3.527765402,6.792683812,6.452447374,3.189630998,4.288410513,2.592905548,6.425058823,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
2.675572804,2.966977897,3.591582796,2.020125521,2.683553005,1.951350861,2.875776171,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
2.191107204,2.966977897,3.7631523,3.793240435,2.683553005,1.702205983,2.491329839,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
2.499120047,2.892428186,2.067719763,2.020125521,2.27096385,1.788785707,2.329098124,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
2.014654448,2.732447865,2.081397463,1.935129835,2.27096385,1.539640829,2.212829575,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.41033232,1.797934403,1.721710817,1.384788713,1.978694536,0.642123699,2.02056629,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
0.911045235,1.662924799,1.369163896,1.053913292,1.782879121,0.32569932,1.62504291,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
2.821954374,1.691842348,1.794271791,1.570142504,1.221873668,1.942644932,1.588245066,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
2.469048861,0.935028771,1.240041779,1.350929006,1.284323561,1.617514624,1.566593341,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
0.426579636,0.914305958,0.884435562,0.901924846,0.746266437,0.076554442,1.561106359,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
2.645501617,1.439037048,1.433482078,1.570142504,1.284323561,1.780079778,1.555589103,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.763237833,0.844189252,1.293797597,0.91714221,1.284323561,0.967254007,1.224083764,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.838201691,1.402469053,0.736114344,1.134744453,0.878733421,1.377075675,1.101230091,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
2.292596104,0.953744932,1.056262876,1.038274898,1.284323561,1.45494947,0.930604574,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
0.77948515,0.54029839,0.579128459,0.901924846,0.746266437,0.401684751,0.92021487,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.93969059,0.844189252,1.128042266,0.91714221,1.284323561,1.129819161,0.909716086,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.263950749,0.601524215,1.033758057,0.620244994,0.706376156,0.650829628,0.877541729,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
2.32266729,1.234978422,0.855471978,1.323636935,1.221873668,1.626220553,0.85550227,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
2.146214533,1.129948857,0.405464451,0.723606875,0.706376156,1.463655399,0.786310413,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.440403506,0.656352279,0.853335619,0.620244994,0.706376156,0.813394782,0.659155238,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
2.116143347,0.844189252,0.998739026,0.819315813,1.284323561,1.292384316,0.617626779,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.969761776,0.618660884,0.400602735,0.564890003,0.706376156,1.301090245,0.529007943,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.132390663,0.473437388,0.054150053,0.317066989,0.139331297,0.726815059,0.481568218,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.863890122,0.633477215,0.462593868,0.410799203,0.706376156,1.203551152,0.379351652,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.616856263,0.656352279,0.678326671,0.454181635,0.706376156,0.975959936,0.324038015,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.30884342,0.141383488,-0.075719858,0.181038208,0.139331297,0.889380213,0.24517944,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
0.955937907,0.473437388,0.374323738,0.542078799,0.139331297,0.564249905,0.224453309,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.661748934,0.384683125,-0.061783153,0.335923584,0.53899966,1.214510521,0.090173693,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.485296177,0.106347574,-0.172205347,0.050573367,0.139331297,1.051945367,-0.183633033,1100100011,https://doi.org/10.1016/S0022-3093(01)00598-1
1.622257992,-0.303481474,-0.434288434,-0.215290214,0.139331297,1.664822069,-0.693147181,1100100011,https://doi.org/10.1016/S0304-8853(00)00132-3
1.101639407,-0.421781511,-1.478807394,-1.101830547,-0.875698427,2.049995912,-0.911964842,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
1.272356146,-0.421781511,-1.078467436,-1.146699538,-0.875698427,1.660333531,-1.133311447,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
1.329261726,-0.421781511,-0.791018351,-1.135533197,-0.875698427,1.530446071,-1.136908572,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
1.158544986,-0.421781511,-1.388132167,-1.101830547,-0.875698427,1.920108452,-1.166161115,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
1.243903356,-0.421781511,-1.184959494,-1.176851908,-0.875698427,1.725277261,-1.169878594,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
1.201224171,-0.421781511,-1.334312189,-1.187801798,-0.875698427,1.822692856,-1.227365683,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
1.351356939,-0.303481474,-0.473407372,0.465307181,0.139331297,1.358609685,1.676649001,1100100011,https://doi.org/10.1016/S0304-8853(00)00189-X
0.466016864,0.064486783,0.21622249,1.106990169,0.129347337,0.367621716,1.124815353,1100100011,https://doi.org/10.1016/S0304-8853(00)00189-X
-0.124209852,0.064486783,0.589667416,0.697517537,0.129347337,-0.293036929,1.069023994,1100100011,https://doi.org/10.1016/S0304-8853(00)00189-X
1.351356939,-0.303481474,-0.473407372,0.465307181,0.139331297,1.358609685,0.464708027,1100100011,https://doi.org/10.1016/S0304-8853(00)00189-X
3.136026253,4.491090611,4.015679882,2.66425178,5.859477299,2.274480066,4.770684624,1000100011,https://doi.org/10.1016/S0304-8853(00)00199-2
3.62993683,4.226634906,4.713741862,4.001860628,4.265825439,3.527412481,4.727387819,1000100001,https://doi.org/10.1016/S0304-8853(00)00199-2
3.135869111,3.990949573,3.590185051,3.737709865,3.599275001,3.072230049,4.238444906,1000100001,https://doi.org/10.1016/S0304-8853(00)00199-2
2.782963597,3.785696183,3.393599623,3.749585591,3.271603903,2.747099741,4.014579594,1000100001,https://doi.org/10.1016/S0304-8853(00)00199-2
